grid_time,grid_iter,ProximalGradient_time_sopt,ProximalGradient_time_cost,ProximalGradient_iter_sopt,ProximalGradient_iter_cost,ProximalGradientScr_time_sopt,ProximalGradientScr_time_cost,ProximalGradientScr_iter_sopt,ProximalGradientScr_iter_cost,ProximalGradientRlx_time_sopt,ProximalGradientRlx_time_cost,ProximalGradientRlx_iter_sopt,ProximalGradientRlx_iter_cost,ProximalGradientScrRlx_time_sopt,ProximalGradientScrRlx_time_cost,ProximalGradientScrRlx_iter_sopt,ProximalGradientScrRlx_iter_cost
0.8697490026177834,129,2.446935709610187e-13,500000.0,5.697713606478416e-11,500000.0,,,5.6754601018838e-15,41390.0,,,,,,,,
0.9326033468832199,131,8.109332649830492e-14,500000.0,4.9362547938081035e-11,500000.0,,,5.366679323159928e-15,41390.0,,,,,,,,
1.0,133,2.524855324814723e-14,500000.0,4.1515087617627345e-11,500000.0,,,4.441169654256782e-15,41390.0,,,,,,,,
1.072267222010323,135,8.938405571257136e-15,500000.0,3.433112294448648e-11,500000.0,,,2.9520830224782912e-15,41390.0,,,,,,,,
1.1497569953977356,137,2.060157600070056e-15,500000.0,2.8706418214730077e-11,500000.0,,,1.8252066524837575e-15,41390.0,,,,,,,,
1.232846739442066,139,3.133604487004504e-16,500000.0,2.4930721098659348e-11,500000.0,,,1.5082379789532753e-15,41390.0,,,,,,,,
1.3219411484660286,141,2.220446049250313e-18,500000.0,2.2529559051687188e-11,500000.0,,,1.5604184611106575e-15,41390.0,,,,,,,,
1.4174741629268048,143,,,2.061008100295858e-11,500000.0,,,1.4276080317898732e-15,41390.0,,,,,,,,
1.5199110829529332,145,,,1.8430951764791815e-11,500000.0,,,1.0036416142611414e-15,41390.0,,,,,,,,
1.629750834620645,147,,,1.579749137059494e-11,500000.0,,,5.774547506831595e-16,41390.0,,,,,,,,
1.7475284000076847,149,,,1.3050494296340531e-11,500000.0,,,4.0217829067046296e-16,41390.0,,,,,,,,
1.873817422860385,151,,,1.0721534493551843e-11,500000.0,,,4.1494585545365224e-16,41390.0,,,,,,,,
2.0092330025650478,153,,,9.136287143496347e-12,500000.0,,,4.288236432614667e-16,41390.0,,,,,,,,
2.1544346900318843,155,,,8.230937043052222e-12,500000.0,,,3.3889557826682906e-16,41390.0,,,,,,,,
2.31012970008316,157,,,7.655580197551969e-12,500000.0,,,2.0650148258027913e-16,41390.0,,,,,,,,
2.4770763559917115,159,,,7.036698723705826e-12,500000.0,,,1.1601830607332885e-16,41390.0,,,,,,,,
2.656087782946687,161,,,6.1969447628928974e-12,500000.0,,,1.0630385460785874e-16,41390.0,,,,,,,,
2.848035868435802,163,,,5.204596198460365e-12,500000.0,,,1.1601830607332885e-16,41390.0,,,,,,,,
3.0538555088334154,165,,,4.263747688248998e-12,500000.0,,,1.0727529975440576e-16,41390.0,,,,,,,,
3.2745491628777286,167,,,3.552298871722925e-12,500000.0,,,7.605027718682323e-17,41390.0,,,,,,,,
3.511191734215131,169,,,3.1182838255983114e-12,500000.0,,,4.4131365228849975e-17,41390.0,,,,,,,,
3.7649358067924674,171,,,2.879511074027619e-12,500000.0,,,2.914335439641036e-17,41390.0,,,,,,,,
4.037017258596554,173,,,2.6979542211424956e-12,500000.0,,,2.969846590872294e-17,41390.0,,,,,,,,
4.328761281083057,175,,,2.4659471686838686e-12,500000.0,,,3.150257832373882e-17,41390.0,,,,,,,,
4.641588833612782,177,,,2.1532110816568916e-12,500000.0,,,2.6229018956769322e-17,41390.0,,,,,,,,
4.9770235643321135,179,,,1.8006819646476657e-12,500000.0,,,1.5543122344752193e-17,41390.0,,,,,,,,
5.336699231206313,181,,,1.47906104031037e-12,500000.0,,,6.38378239159465e-18,41390.0,,,,,,,,
5.72236765935022,183,,,1.2427110729351654e-12,500000.0,,,3.7470027081099036e-18,41390.0,,,,,,,,
6.135907273413176,185,,,1.1031317526111196e-12,500000.0,,,4.718447854656916e-18,41390.0,,,,,,,,
6.5793322465756825,187,,,1.0303863318128493e-12,500000.0,,,4.718447854656916e-18,41390.0,,,,,,,,
7.054802310718645,189,,,9.754763663494259e-13,500000.0,,,2.220446049250313e-18,41390.0,,,,,,,,
7.56463327554629,191,,,8.982797838896772e-13,500000.0,,,,,,,,,,,,
8.111308307896872,193,,,7.860091744138487e-13,500000.0,,,,,,,,,,,,
8.697490026177835,195,,,6.542173747181579e-13,500000.0,,,,,,,,,,,,
9.326033468832199,197,,,5.325620500151729e-13,500000.0,,,,,,,,,,,,
10.0,200,,,4.1766659575337427e-13,500000.0,,,,,,,,,,,,
